"m","glm_mean","glm_sd","nb_mean","nb_sd","dab_mean","dab_sd"
658,0.227636363636364,0.0405313764233408,0.246,0.0387696489062702,0.231,0.0380184239086987
666,0.223480392156863,0.0353184343269516,0.246470588235294,0.0386329748725288,0.226127450980392,0.0352880615226516
674,0.223723404255319,0.0399604379972873,0.244840425531915,0.0397688093663395,0.22468085106383,0.0370301116024821
682,0.230174418604651,0.042644825507883,0.248837209302326,0.0460713059601167,0.229593023255814,0.0423682968456209
690,0.221923076923077,0.0420498913978367,0.244871794871795,0.0475549337521338,0.225769230769231,0.0464085158432413
698,0.223428571428571,0.0461865412779632,0.240214285714286,0.0461207143846919,0.222714285714286,0.0442855984992581
706,0.220483870967742,0.049180558675543,0.240322580645161,0.0478027065214703,0.220564516129032,0.0490961582704465
714,0.226481481481481,0.0554378677775745,0.248240740740741,0.0535205647868045,0.232962962962963,0.0516947448398485
722,0.224891304347826,0.0624683712277134,0.24,0.0604687323594956,0.225652173913043,0.0582164711036805
730,0.223684210526316,0.064026905214745,0.243815789473684,0.0725129594562572,0.225526315789474,0.0659814707018646
738,0.219333333333333,0.0684322322271715,0.245666666666667,0.0748950503374386,0.228,0.0678652719907506
746,0.221818181818182,0.0930046282430129,0.242727272727273,0.0927676619998584,0.228636363636364,0.0905555024045467
754,0.231428571428571,0.10602793926716,0.255357142857143,0.111955218166828,0.2325,0.11546357763481
762,0.235,0.165565879037643,0.266666666666667,0.174441759377885,0.240833333333333,0.17579483689503
